custom_id,pilot_row_id,category,explanation_id,candidate_index,candidate_rank_by_market_error,num_candidates_for_prompt,is_best_candidate,is_recommended_candidate,is_positive_improvement,schema_valid,market_delta,explanation_delta,posterior,posterior_error_to_market,improvement_vs_persistence,delta_error,direction_match,selected_evidence_count,evidence_weights_count,confidence,has_evidence_irrelevance,selected_with_irrelevance,top_posterior_selected,top_prior_selected,posterior_top_k_selected,prior_top_k_selected,random_candidate_selected,magnitude,class_source_credibility,class_base_rate_calibration,class_resolution_rule,class_causal_chain,class_direct_resolution,class_trend_continuation,class_overreaction_correction,class_underreaction_correction,class_evidence_irrelevance,class_market_microstructure,class_other,magnitude_none,magnitude_small,magnitude_moderate,magnitude_large,dataset,confidence_raw,confidence_out_of_bounds,prior,market_after,abs_market_delta,abs_explanation_delta,market_direction,candidate_direction,market_move_bin,valid_candidate_count_bin,selector,_metric,confidence_z,posterior_z,abs_explanation_delta_z,selected_evidence_count_z,evidence_weights_count_z,selector_score
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E1,0,2,5,False,False,True,True,0.1762999999999999,0.0240999999999999,0.35,0.1522,0.0240999999999999,0.1522,True,1.0,1.0,0.7,False,False,False,False,False,True,False,moderate,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0240999999999999,up,up,large,5,first_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E2,1,4,5,False,False,False,True,0.1762999999999999,0.0,0.3259,0.1762999999999999,0.0,0.1762999999999999,False,0.0,0.0,0.9,True,False,False,False,False,False,False,none,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train_all_batches,0.9,False,0.3259,0.5022,0.1762999999999999,0.0,up,flat,large,5,max_confidence,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E4,3,1,5,True,True,True,True,0.1762999999999999,0.0340999999999999,0.36,0.1422,0.0340999999999999,0.1422,True,1.0,1.0,0.7,False,False,False,False,True,True,False,moderate,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0340999999999999,up,up,large,5,max_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E2,1,4,5,False,False,False,True,0.1762999999999999,0.0,0.3259,0.1762999999999999,0.0,0.1762999999999999,False,0.0,0.0,0.9,True,False,False,False,False,False,False,none,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train_all_batches,0.9,False,0.3259,0.5022,0.1762999999999999,0.0,up,flat,large,5,min_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E4,3,1,5,True,True,True,True,0.1762999999999999,0.0340999999999999,0.36,0.1422,0.0340999999999999,0.1422,True,1.0,1.0,0.7,False,False,False,False,True,True,False,moderate,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0340999999999999,up,up,large,5,max_abs_update,0.0340999999999999,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E2,1,4,5,False,False,False,True,0.1762999999999999,0.0,0.3259,0.1762999999999999,0.0,0.1762999999999999,False,0.0,0.0,0.9,True,False,False,False,False,False,False,none,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train_all_batches,0.9,False,0.3259,0.5022,0.1762999999999999,0.0,up,flat,large,5,min_abs_update,0.0,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E4,3,1,5,True,True,True,True,0.1762999999999999,0.0340999999999999,0.36,0.1422,0.0340999999999999,0.1422,True,1.0,1.0,0.7,False,False,False,False,True,True,False,moderate,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0340999999999999,up,up,large,5,max_positive_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E2,1,4,5,False,False,False,True,0.1762999999999999,0.0,0.3259,0.1762999999999999,0.0,0.1762999999999999,False,0.0,0.0,0.9,True,False,False,False,False,False,False,none,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train_all_batches,0.9,False,0.3259,0.5022,0.1762999999999999,0.0,up,flat,large,5,max_negative_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E1,0,2,5,False,False,True,True,0.1762999999999999,0.0240999999999999,0.35,0.1522,0.0240999999999999,0.1522,True,1.0,1.0,0.7,False,False,False,False,False,True,False,moderate,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0240999999999999,up,up,large,5,max_selected_evidence_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E1,0,2,5,False,False,True,True,0.1762999999999999,0.0240999999999999,0.35,0.1522,0.0240999999999999,0.1522,True,1.0,1.0,0.7,False,False,False,False,False,True,False,moderate,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0240999999999999,up,up,large,5,max_evidence_weights_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,kalshi_train_2477,Politics,E4,3,1,5,True,True,True,True,0.1762999999999999,0.0340999999999999,0.36,0.1422,0.0340999999999999,0.1422,True,1.0,1.0,0.7,False,False,False,False,True,True,False,moderate,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.7,False,0.3259000000000001,0.5022,0.1762999999999999,0.0340999999999999,up,up,large,5,oracle_best_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,gemma_recommended,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,first_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_confidence,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E3,2,1,5,True,False,True,True,-0.1753,-0.01,0.27,0.1653,0.01,0.1653,True,5.0,5.0,0.6,False,False,False,False,False,True,False,small,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.6,False,0.28,0.10470000000000002,0.1753,0.01,down,down,large,5,min_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_abs_update,0.0349999999999999,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E4,3,2,5,False,False,False,True,-0.1753,0.0,0.28,0.1753,0.0,0.1753,False,5.0,5.0,0.6,False,False,False,False,True,True,False,none,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,train_all_batches,0.6,False,0.28,0.10470000000000002,0.1753,0.0,down,flat,large,5,min_abs_update,0.0,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_positive_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E3,2,1,5,True,False,True,True,-0.1753,-0.01,0.27,0.1653,0.01,0.1653,True,5.0,5.0,0.6,False,False,False,False,False,True,False,small,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.6,False,0.28,0.10470000000000002,0.1753,0.01,down,down,large,5,max_negative_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_selected_evidence_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E1,0,5,5,False,True,False,True,-0.1753,0.0349999999999999,0.315,0.2103,-0.0349999999999999,0.2103,False,5.0,5.0,0.8,False,False,False,False,True,True,False,moderate,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.8,False,0.2800000000000001,0.10470000000000007,0.1753,0.0349999999999999,down,up,large,5,max_evidence_weights_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,kalshi_train_2455,Companies,E3,2,1,5,True,False,True,True,-0.1753,-0.01,0.27,0.1653,0.01,0.1653,True,5.0,5.0,0.6,False,False,False,False,False,True,False,small,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.6,False,0.28,0.10470000000000002,0.1753,0.01,down,down,large,5,oracle_best_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,gemma_recommended,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,first_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_confidence,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E2,1,5,5,False,False,False,True,0.1717,-0.0249999999999999,0.085,0.1966999999999999,-0.0249999999999999,0.1967,False,1.0,1.0,0.7,False,False,False,False,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.7,False,0.1099999999999999,0.2816999999999999,0.1717,0.0249999999999999,up,down,large,5,min_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_abs_update,0.025,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E3,2,3,5,False,False,False,True,0.1717,0.0,0.11,0.1717,0.0,0.1717,False,2.0,0.0,0.5,True,True,False,False,True,True,False,none,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train_all_batches,0.5,False,0.11,0.2817,0.1717,0.0,up,flat,large,5,min_abs_update,0.0,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_positive_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E2,1,5,5,False,False,False,True,0.1717,-0.0249999999999999,0.085,0.1966999999999999,-0.0249999999999999,0.1967,False,1.0,1.0,0.7,False,False,False,False,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.7,False,0.1099999999999999,0.2816999999999999,0.1717,0.0249999999999999,up,down,large,5,max_negative_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_selected_evidence_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,max_evidence_weights_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,kalshi_train_1907,Politics,E1,0,1,5,True,True,True,True,0.1717,0.025,0.135,0.1467,0.025,0.1467,True,2.0,2.0,0.75,False,False,False,True,True,True,False,small,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,train_all_batches,0.75,False,0.11000000000000001,0.2817,0.1717,0.025,up,up,large,5,oracle_best_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,gemma_recommended,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,first_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,max_confidence,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,max_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E2,1,4,4,False,False,False,True,0.1715999999999999,-0.0419,0.47,0.2135,-0.0419,0.2135,False,1.0,1.0,0.65,False,False,False,False,True,True,False,small,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.65,False,0.5119,0.6834999999999999,0.1715999999999999,0.0419,up,down,large,4,min_posterior,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E2,1,4,4,False,False,False,True,0.1715999999999999,-0.0419,0.47,0.2135,-0.0419,0.2135,False,1.0,1.0,0.65,False,False,False,False,True,True,False,small,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.65,False,0.5119,0.6834999999999999,0.1715999999999999,0.0419,up,down,large,4,max_abs_update,0.0419,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E4,3,2,4,False,False,True,True,0.1715999999999999,0.0080999999999999,0.52,0.1634999999999999,0.0080999999999999,0.1634999999999999,True,1.0,1.0,0.55,False,False,False,False,False,True,False,small,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.55,False,0.5119000000000001,0.6835,0.1715999999999999,0.0080999999999999,up,up,large,4,min_abs_update,0.0080999999999999,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,max_positive_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E2,1,4,4,False,False,False,True,0.1715999999999999,-0.0419,0.47,0.2135,-0.0419,0.2135,False,1.0,1.0,0.65,False,False,False,False,True,True,False,small,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,train_all_batches,0.65,False,0.5119,0.6834999999999999,0.1715999999999999,0.0419,up,down,large,4,max_negative_update,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,max_selected_evidence_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,max_evidence_weights_count,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,kalshi_train_0951,Economics,E1,0,1,4,True,True,True,True,0.1715999999999999,0.0381,0.55,0.1334999999999999,0.0381,0.1334999999999999,True,1.0,1.0,0.85,False,False,False,False,True,True,False,moderate,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,train_all_batches,0.85,False,0.5119,0.6834999999999999,0.1715999999999999,0.0381,up,up,large,4,oracle_best_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,kalshi_train_1167,Politics,E1,0,5,5,False,True,False,True,-0.1714,0.06,0.35,0.2314,-0.06,0.2314,False,2.0,2.0,0.9,False,False,False,False,True,True,False,moderate,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.9,False,0.29,0.11859999999999998,0.1714,0.06,down,up,large,5,gemma_recommended,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,kalshi_train_1167,Politics,E1,0,5,5,False,True,False,True,-0.1714,0.06,0.35,0.2314,-0.06,0.2314,False,2.0,2.0,0.9,False,False,False,False,True,True,False,moderate,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.9,False,0.29,0.11859999999999998,0.1714,0.06,down,up,large,5,first_candidate,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,kalshi_train_1167,Politics,E1,0,5,5,False,True,False,True,-0.1714,0.06,0.35,0.2314,-0.06,0.2314,False,2.0,2.0,0.9,False,False,False,False,True,True,False,moderate,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.9,False,0.29,0.11859999999999998,0.1714,0.06,down,up,large,5,max_confidence,,,,,,,
gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,kalshi_train_1167,Politics,E1,0,5,5,False,True,False,True,-0.1714,0.06,0.35,0.2314,-0.06,0.2314,False,2.0,2.0,0.9,False,False,False,False,True,True,False,moderate,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,train_all_batches,0.9,False,0.29,0.11859999999999998,0.1714,0.06,down,up,large,5,max_posterior,,,,,,,
